race_year,race_name,race_date,circuit_location,driver_name,driver_number,driver_nationality,team,grid,fastest_lap,race_time,points,position,current_date
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Alexander Albon,23,Thai,Red Bull,12,52,+32.670,4.0,8,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Esteban Ocon,31,French,Renault,14,50,+1:04.773,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Alexander Albon,23,Thai,Red Bull,6,41,\N,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Pierre Gasly,10,French,AlphaTauri,12,29,+47.371,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Esteban Ocon,31,French,Renault,12,52,+18.691,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Charles Leclerc,16,Monegasque,Ferrari,5,50,+28.345,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Daniil Kvyat,26,Russian,AlphaTauri,11,48,+1:08.740,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Nico Hülkenberg,27,German,Racing Point,20,58,+32.596,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Esteban Ocon,31,French,Renault,11,61,\N,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Lando Norris,4,British,McLaren,9,63,+21.131,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Valtteri Bottas,77,Finnish,Mercedes,2,28,+19.680,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Sakhir Grand Prix,2020-12-06T17:10:00.000-08:00,Sakhir,Valtteri Bottas,77,Finnish,Mercedes,1,60,+15.389,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Abu Dhabi Grand Prix,2020-12-13T13:10:00.000-08:00,Abu Dhabi,Pierre Gasly,10,French,AlphaTauri,9,53,+1:29.718,4.0,8,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Carlos Sainz,55,Spanish,McLaren,3,68,\N,3.0,9,2024-07-12T11:40:19.668-07:00
2020,Sakhir Grand Prix,2020-12-06T17:10:00.000-08:00,Sakhir,George Russell,63,British,Mercedes,2,80,+18.556,3.0,9,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Lance Stroll,18,Canadian,Racing Point,16,29,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Alexander Albon,23,Thai,Toro Rosso,12,39,+1:02.697,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Kimi Räikkönen,7,Finnish,Alfa Romeo,13,27,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Lance Stroll,18,Canadian,Racing Point,13,38,+1:43.816,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Daniil Kvyat,26,Russian,Toro Rosso,9,64,+33.056,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Daniel Ricciardo,3,Australian,Renault,6,78,+1:00.894,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Lance Stroll,18,Canadian,Racing Point,17,47,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Lando Norris,4,British,McLaren,5,45,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Kimi Räikkönen,7,Finnish,Alfa Romeo,6,57,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Daniil Kvyat,26,Russian,Toro Rosso,17,51,+1:06.720,2.0,9,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Lewis Hamilton,44,British,Mercedes,1,64,+19.667,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Lando Norris,4,British,McLaren,7,65,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Pierre Gasly,10,French,Toro Rosso,13,21,+1:49.168,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Antonio Giovinazzi,99,Italian,Alfa Romeo,10,44,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Nico Hülkenberg,27,German,Renault,8,59,+16.718,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Kevin Magnussen,20,Danish,Haas F1 Team,13,53,+58.779,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Lance Stroll,18,Canadian,Racing Point,12,26,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Pierre Gasly,10,French,Toro Rosso,10,53,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Nico Hülkenberg,27,German,Renault,11,47,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Sergio Pérez,11,Mexican,Racing Point,15,64,+11.529,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Daniil Kvyat,26,Russian,Toro Rosso,13,42,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,70,+21.146,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Carlos Sainz,55,Spanish,McLaren,9,68,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Lance Stroll,18,Canadian,Racing Point,6,44,+37.311,2.0,9,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Lando Norris,4,British,McLaren,10,49,+1:05.544,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Pierre Gasly,10,French,AlphaTauri,10,44,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Lance Stroll,18,Canadian,Racing Point,9,34,+52.603,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Daniil Kvyat,26,Russian,AlphaTauri,11,44,+22.208,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Kimi Räikkönen,7,Finnish,Alfa Romeo,13,59,+29.770,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Pierre Gasly,10,French,AlphaTauri,9,50,+1:29.766,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Romain Grosjean,8,French,Haas F1 Team,16,54,+39.081,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Daniel Ricciardo,3,Australian,Renault,10,61,\N,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Kimi Räikkönen,7,Finnish,Alfa Romeo,18,63,+22.224,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Lance Stroll,18,Canadian,Racing Point,1,55,+1:12.353,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Esteban Ocon,31,French,Renault,7,37,+22.803,2.0,9,2024-07-12T11:40:19.668-07:00
2020,Abu Dhabi Grand Prix,2020-12-13T13:10:00.000-08:00,Abu Dhabi,Esteban Ocon,31,French,Renault,10,47,+1:41.069,2.0,9,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Daniil Kvyat,26,Russian,Toro Rosso,15,39,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Sergio Pérez,11,Mexican,Racing Point,14,51,+1:03.696,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Alexander Albon,23,Thai,Toro Rosso,0,22,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Kimi Räikkönen,7,Finnish,Alfa Romeo,0,48,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Romain Grosjean,8,French,Haas F1 Team,7,64,+34.641,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Romain Grosjean,8,French,Haas F1 Team,13,41,+1:01.034,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Canadian Grand Prix,2019-06-09T18:10:00.000-07:00,Montreal,Daniil Kvyat,26,Russian,Toro Rosso,10,44,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,French Grand Prix,2019-06-23T13:10:00.000-07:00,Le Castellet,Pierre Gasly,10,French,Red Bull,9,47,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Austrian Grand Prix,2019-06-30T13:10:00.000-07:00,Spielburg,Antonio Giovinazzi,99,Italian,Alfa Romeo,7,57,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,British Grand Prix,2019-07-14T13:10:00.000-07:00,Silverstone,Nico Hülkenberg,27,German,Renault,10,51,+1:12.733,1.0,10,2024-07-12T11:40:19.668-07:00
2019,German Grand Prix,2019-07-28T13:10:00.000-07:00,Hockenheim,Robert Kubica,88,Polish,Williams,18,63,+24.987,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Hungarian Grand Prix,2019-08-04T13:10:00.000-07:00,Budapest,Alexander Albon,23,Thai,Toro Rosso,12,65,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Belgian Grand Prix,2019-09-01T13:10:00.000-07:00,Spa,Lance Stroll,18,Canadian,Racing Point,16,34,+1:49.838,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Italian Grand Prix,2019-09-08T13:10:00.000-07:00,Monza,Lando Norris,4,British,McLaren,16,52,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Singapore Grand Prix,2019-09-22T12:10:00.000-07:00,Marina Bay,Antonio Giovinazzi,99,Italian,Alfa Romeo,10,59,+27.855,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Russian Grand Prix,2019-09-29T11:10:00.000-07:00,Sochi,Nico Hülkenberg,27,German,Renault,6,53,+59.841,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Japanese Grand Prix,2019-10-13T05:10:00.000-07:00,Suzuka,Daniil Kvyat,26,Russian,Toro Rosso,14,47,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Mexican Grand Prix,2019-10-27T19:10:00.000-07:00,Mexico City,Nico Hülkenberg,27,German,Renault,12,59,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,United States Grand Prix,2019-11-03T19:10:00.000-08:00,Austin,Sergio Pérez,11,Mexican,Racing Point,0,34,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Brazilian Grand Prix,2019-11-17T17:10:00.000-08:00,São Paulo,Daniil Kvyat,26,Russian,Toro Rosso,16,49,+11.931,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Abu Dhabi Grand Prix,2019-12-01T13:10:00.000-08:00,Abu Dhabi,Carlos Sainz,55,Spanish,McLaren,8,43,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Sebastian Vettel,5,German,Ferrari,11,71,+24.545,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Daniil Kvyat,26,Russian,AlphaTauri,13,60,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Kevin Magnussen,20,Danish,Haas F1 Team,0,67,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Sebastian Vettel,5,German,Ferrari,10,44,+41.857,1.0,10,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Daniil Kvyat,26,Russian,AlphaTauri,16,52,+1:09.669,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Lando Norris,4,British,McLaren,8,56,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Sergio Pérez,11,Mexican,Racing Point,8,20,+53.179,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Sergio Pérez,11,Mexican,Racing Point,4,50,+23.224,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Sebastian Vettel,5,German,Ferrari,14,59,+29.983,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Alexander Albon,23,Thai,Red Bull,15,51,+1:37.860,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Antonio Giovinazzi,99,Italian,Alfa Romeo,14,38,+40.035,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Sebastian Vettel,5,German,Ferrari,15,62,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Antonio Giovinazzi,99,Italian,Alfa Romeo,20,61,+26.398,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Daniel Ricciardo,3,Australian,Renault,5,54,+1:35.460,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Charles Leclerc,16,Monegasque,Ferrari,12,44,\N,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Sakhir Grand Prix,2020-12-06T17:10:00.000-08:00,Sakhir,Lando Norris,4,British,McLaren,19,85,+19.541,1.0,10,2024-07-12T11:40:19.668-07:00
2020,Abu Dhabi Grand Prix,2020-12-13T13:10:00.000-08:00,Abu Dhabi,Lance Stroll,18,Canadian,Racing Point,8,41,+1:42.738,1.0,10,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Carlos Sainz,55,Spanish,McLaren,18,9,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Daniel Ricciardo,3,Australian,Renault,12,18,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Romain Grosjean,8,French,Haas F1 Team,6,17,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Robert Kubica,88,Polish,Williams,20,30,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,George Russell,63,British,Williams,19,55,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Antonio Giovinazzi,99,Italian,Alfa Romeo,14,29,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Alexander Albon,23,Thai,Toro Rosso,13,43,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Sergio Pérez,11,Mexican,Racing Point,10,41,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Lando Norris,4,British,McLaren,8,17,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Australian Grand Prix,2019-03-17T05:10:00.000-07:00,Melbourne,Pierre Gasly,10,French,Red Bull,17,39,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Romain Grosjean,8,French,Haas F1 Team,11,3,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Carlos Sainz,55,Spanish,McLaren,7,42,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Daniel Ricciardo,3,Australian,Renault,10,42,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Nico Hülkenberg,27,German,Renault,17,14,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Robert Kubica,88,Polish,Williams,20,13,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,George Russell,63,British,Williams,19,14,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Lance Stroll,18,Canadian,Racing Point,18,31,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Kevin Magnussen,20,Danish,Haas F1 Team,6,41,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Daniil Kvyat,26,Russian,Toro Rosso,15,40,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Bahrain Grand Prix,2019-03-31T15:10:00.000-07:00,Sakhir,Antonio Giovinazzi,99,Italian,Alfa Romeo,16,42,+1:04.599,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Nico Hülkenberg,27,German,Renault,8,14,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Daniil Kvyat,26,Russian,Toro Rosso,11,27,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Lando Norris,4,British,McLaren,15,37,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Robert Kubica,88,Polish,Williams,18,28,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,George Russell,63,British,Williams,17,51,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Antonio Giovinazzi,99,Italian,Alfa Romeo,19,32,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Carlos Sainz,55,Spanish,McLaren,14,44,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Kevin Magnussen,20,Danish,Haas F1 Team,9,35,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Lance Stroll,18,Canadian,Racing Point,16,46,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Chinese Grand Prix,2019-04-14T06:10:00.000-07:00,Shanghai,Romain Grosjean,8,French,Haas F1 Team,10,37,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Daniel Ricciardo,3,Australian,Renault,10,29,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Daniil Kvyat,26,Russian,Toro Rosso,6,28,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Romain Grosjean,8,French,Haas F1 Team,14,33,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Pierre Gasly,10,French,Red Bull,0,34,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Robert Kubica,88,Polish,Williams,0,45,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,George Russell,63,British,Williams,16,42,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Nico Hülkenberg,27,German,Renault,15,43,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Kevin Magnussen,20,Danish,Haas F1 Team,12,42,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Antonio Giovinazzi,99,Italian,Alfa Romeo,17,45,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Azerbaijan Grand Prix,2019-04-28T12:10:00.000-07:00,Baku,Alexander Albon,23,Thai,Toro Rosso,11,49,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Lando Norris,4,British,McLaren,10,28,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Lance Stroll,18,Canadian,Racing Point,16,28,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Robert Kubica,88,Polish,Williams,17,65,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,George Russell,63,British,Williams,19,64,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,64,+47.691,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Sergio Pérez,11,Mexican,Racing Point,15,65,+46.877,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Kimi Räikkönen,7,Finnish,Alfa Romeo,14,66,+41.803,0.0,14,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Nico Hülkenberg,27,German,Renault,0,65,+39.241,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Daniel Ricciardo,3,Australian,Renault,13,56,+36.758,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Spanish Grand Prix,2019-05-12T13:10:00.000-07:00,Montmeló,Alexander Albon,23,Thai,Toro Rosso,11,65,+35.445,0.0,11,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Charles Leclerc,16,Monegasque,Ferrari,15,6,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,46,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Robert Kubica,88,Polish,Williams,20,32,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Kimi Räikkönen,7,Finnish,Alfa Romeo,14,50,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Lance Stroll,18,Canadian,Racing Point,17,45,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,George Russell,63,British,Williams,19,76,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Nico Hülkenberg,27,German,Renault,11,65,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Sergio Pérez,11,Mexican,Racing Point,16,67,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2019,Monaco Grand Prix,2019-05-26T13:10:00.000-07:00,Monte-Carlo,Kevin Magnussen,20,Danish,Haas F1 Team,5,61,\N,0.0,14,2024-07-12T11:40:19.668-07:00
