race_year,race_name,race_date,circuit_location,driver_name,driver_number,driver_nationality,team,grid,fastest_lap,race_time,points,position,current_date
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Max Verstappen,33,Dutch,Red Bull,2,5,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Daniel Ricciardo,3,Australian,Renault,10,8,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Lance Stroll,18,Canadian,Racing Point,9,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Kevin Magnussen,20,Danish,Haas F1 Team,16,23,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Romain Grosjean,8,French,Haas F1 Team,15,46,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,George Russell,63,British,Williams,17,49,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Kimi Räikkönen,7,Finnish,Alfa Romeo,19,48,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Alexander Albon,23,Thai,Red Bull,4,50,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Daniil Kvyat,26,Russian,AlphaTauri,13,50,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Austrian Grand Prix,2020-07-05T13:10:00.000-07:00,Spielburg,Nicholas Latifi,6,Canadian,Williams,20,63,+31.650,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Sebastian Vettel,5,German,Ferrari,10,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Charles Leclerc,16,Monegasque,Ferrari,14,3,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Esteban Ocon,31,French,Renault,5,22,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Nicholas Latifi,6,Canadian,Williams,18,68,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,George Russell,63,British,Williams,11,36,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Pierre Gasly,10,French,AlphaTauri,7,69,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Antonio Giovinazzi,99,Italian,Alfa Romeo,19,54,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Romain Grosjean,8,French,Haas F1 Team,0,69,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Kevin Magnussen,20,Danish,Haas F1 Team,15,69,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Styrian Grand Prix,2020-07-12T13:10:00.000-07:00,Spielburg,Kimi Räikkönen,7,Finnish,Alfa Romeo,16,57,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Pierre Gasly,10,French,AlphaTauri,10,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Nicholas Latifi,6,Canadian,Williams,15,64,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,George Russell,63,British,Williams,12,67,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Antonio Giovinazzi,99,Italian,Alfa Romeo,19,44,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Romain Grosjean,8,French,Haas F1 Team,0,61,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Kimi Räikkönen,7,Finnish,Alfa Romeo,20,67,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Esteban Ocon,31,French,Renault,14,40,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Lando Norris,4,British,McLaren,8,42,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Daniil Kvyat,26,Russian,AlphaTauri,17,51,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Hungarian Grand Prix,2020-07-19T13:10:00.000-07:00,Budapest,Charles Leclerc,16,Monegasque,Ferrari,6,64,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Nico Hülkenberg,27,German,Racing Point,13,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Kevin Magnussen,20,Danish,Haas F1 Team,14,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Daniil Kvyat,26,Russian,AlphaTauri,19,11,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Kimi Räikkönen,7,Finnish,Alfa Romeo,16,49,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Romain Grosjean,8,French,Haas F1 Team,17,49,+55.050,0.0,16,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Nicholas Latifi,6,Canadian,Williams,18,44,+54.549,0.0,15,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Antonio Giovinazzi,99,Italian,Alfa Romeo,15,49,+54.205,0.0,14,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Carlos Sainz,55,Spanish,McLaren,7,47,+53.370,0.0,13,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,George Russell,63,British,Williams,20,41,+52.004,0.0,12,2024-07-12T11:40:19.668-07:00
2020,British Grand Prix,2020-08-02T13:10:00.000-07:00,Silverstone,Valtteri Bottas,77,Finnish,Mercedes,2,41,+42.167,0.0,11,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Kevin Magnussen,20,Danish,Haas F1 Team,17,39,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Nicholas Latifi,6,Canadian,Williams,18,48,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,George Russell,63,British,Williams,15,50,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Antonio Giovinazzi,99,Italian,Alfa Romeo,19,37,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Romain Grosjean,8,French,Haas F1 Team,13,51,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Kimi Räikkönen,7,Finnish,Alfa Romeo,20,30,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Daniel Ricciardo,3,Australian,Renault,5,39,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Carlos Sainz,55,Spanish,McLaren,12,49,+1:14.070,0.0,13,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Sebastian Vettel,5,German,Ferrari,11,49,+1:13.370,0.0,12,2024-07-12T11:40:19.668-07:00
2020,70th Anniversary Grand Prix,2020-08-09T13:10:00.000-07:00,Silverstone,Pierre Gasly,10,French,AlphaTauri,7,52,+1:10.642,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Charles Leclerc,16,Monegasque,Ferrari,9,35,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Romain Grosjean,8,French,Haas F1 Team,17,64,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Nicholas Latifi,6,Canadian,Williams,19,60,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,George Russell,63,British,Williams,18,37,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Antonio Giovinazzi,99,Italian,Alfa Romeo,20,47,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Kevin Magnussen,20,Danish,Haas F1 Team,16,64,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Kimi Räikkönen,7,Finnish,Alfa Romeo,14,47,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Esteban Ocon,31,French,Renault,15,65,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Daniil Kvyat,26,Russian,AlphaTauri,12,47,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Spanish Grand Prix,2020-08-16T13:10:00.000-07:00,Montmeló,Daniel Ricciardo,3,Australian,Renault,13,51,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Carlos Sainz,55,Spanish,McLaren,7,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,George Russell,63,British,Williams,15,5,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,9,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Kevin Magnussen,20,Danish,Haas F1 Team,20,37,+1:25.540,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Nicholas Latifi,6,Canadian,Williams,19,32,+1:17.795,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Romain Grosjean,8,French,Haas F1 Team,17,28,+1:16.793,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Charles Leclerc,16,Monegasque,Ferrari,13,26,+1:14.920,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Sebastian Vettel,5,German,Ferrari,14,31,+1:12.894,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Kimi Räikkönen,7,Finnish,Alfa Romeo,16,28,+1:11.504,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Belgian Grand Prix,2020-08-30T13:10:00.000-07:00,Spa,Daniil Kvyat,26,Russian,AlphaTauri,11,28,+1:10.200,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Sebastian Vettel,5,German,Ferrari,17,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Kevin Magnussen,20,Danish,Haas F1 Team,15,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Charles Leclerc,16,Monegasque,Ferrari,13,19,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Max Verstappen,33,Dutch,Red Bull,5,10,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Antonio Giovinazzi,99,Italian,Alfa Romeo,18,43,+55.199,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Alexander Albon,23,Thai,Red Bull,9,48,+37.533,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,George Russell,63,British,Williams,19,39,+36.593,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Kimi Räikkönen,7,Finnish,Alfa Romeo,14,29,+36.312,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Romain Grosjean,8,French,Haas F1 Team,16,48,+35.164,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Italian Grand Prix,2020-09-06T13:10:00.000-07:00,Monza,Nicholas Latifi,6,Canadian,Williams,20,39,+32.876,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Pierre Gasly,10,French,AlphaTauri,16,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Max Verstappen,33,Dutch,Red Bull,3,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Carlos Sainz,55,Spanish,McLaren,9,5,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Antonio Giovinazzi,99,Italian,Alfa Romeo,17,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Kevin Magnussen,20,Danish,Haas F1 Team,20,4,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Nicholas Latifi,6,Canadian,Williams,19,6,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Esteban Ocon,31,French,Renault,10,6,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Lance Stroll,18,Canadian,Racing Point,6,42,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,Romain Grosjean,8,French,Haas F1 Team,15,59,+42.036,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Tuscan Grand Prix,2020-09-13T13:10:00.000-07:00,Mugello,George Russell,63,British,Williams,18,58,+32.404,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Lance Stroll,18,Canadian,Racing Point,12,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Carlos Sainz,55,Spanish,McLaren,6,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,George Russell,63,British,Williams,13,52,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Romain Grosjean,8,French,Haas F1 Team,16,44,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Nicholas Latifi,6,Canadian,Williams,20,47,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Lando Norris,4,British,McLaren,8,50,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Kimi Räikkönen,7,Finnish,Alfa Romeo,19,37,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Sebastian Vettel,5,German,Ferrari,14,46,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Kevin Magnussen,20,Danish,Haas F1 Team,18,52,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Russian Grand Prix,2020-09-27T11:10:00.000-07:00,Sochi,Antonio Giovinazzi,99,Italian,Alfa Romeo,17,44,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,George Russell,63,British,Williams,17,6,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Valtteri Bottas,77,Finnish,Mercedes,1,8,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Esteban Ocon,31,French,Renault,7,21,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Alexander Albon,23,Thai,Red Bull,5,9,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Lando Norris,4,British,McLaren,8,40,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Daniil Kvyat,26,Russian,AlphaTauri,13,41,+55.588,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Nicholas Latifi,6,Canadian,Williams,18,39,+54.449,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Kevin Magnussen,20,Danish,Haas F1 Team,15,37,+49.585,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Kimi Räikkönen,7,Finnish,Alfa Romeo,19,54,+41.476,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Eifel Grand Prix,2020-10-11T13:10:00.000-07:00,Nürburg,Sebastian Vettel,5,German,Ferrari,11,43,+40.810,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Lance Stroll,18,Canadian,Racing Point,12,45,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Daniil Kvyat,26,Russian,AlphaTauri,13,59,\N,0.0,19,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Nicholas Latifi,6,Canadian,Williams,20,53,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Romain Grosjean,8,French,Haas F1 Team,18,59,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Kevin Magnussen,20,Danish,Haas F1 Team,19,63,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Antonio Giovinazzi,99,Italian,Alfa Romeo,17,46,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,George Russell,63,British,Williams,14,62,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Lando Norris,4,British,McLaren,8,65,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Alexander Albon,23,Thai,Red Bull,6,61,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Portuguese Grand Prix,2020-10-25T12:10:00.000-07:00,Portimão,Kimi Räikkönen,7,Finnish,Alfa Romeo,16,60,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Pierre Gasly,10,French,AlphaTauri,4,5,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Esteban Ocon,31,French,Renault,12,22,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Kevin Magnussen,20,Danish,Haas F1 Team,17,45,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Max Verstappen,33,Dutch,Red Bull,3,44,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,George Russell,63,British,Williams,13,43,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Alexander Albon,23,Thai,Red Bull,6,63,+57.284,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Romain Grosjean,8,French,Haas F1 Team,16,45,+32.935,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Lance Stroll,18,Canadian,Racing Point,15,46,+29.163,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Sebastian Vettel,5,German,Ferrari,14,44,+28.453,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Emilia Romagna Grand Prix,2020-11-01T12:10:00.000-08:00,Imola,Nicholas Latifi,6,Canadian,Williams,19,37,+27.135,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Antonio Giovinazzi,99,Italian,Alfa Romeo,10,11,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Nicholas Latifi,6,Canadian,Williams,0,32,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Romain Grosjean,8,French,Haas F1 Team,17,38,\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Kevin Magnussen,20,Danish,Haas F1 Team,13,45,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,George Russell,63,British,Williams,0,51,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Kimi Räikkönen,7,Finnish,Alfa Romeo,8,57,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Valtteri Bottas,77,Finnish,Mercedes,9,57,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Pierre Gasly,10,French,AlphaTauri,19,53,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Daniil Kvyat,26,Russian,AlphaTauri,16,53,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Turkish Grand Prix,2020-11-15T10:10:00.000-08:00,Istanbul,Esteban Ocon,31,French,Renault,7,55,\N,0.0,11,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Romain Grosjean,8,French,Haas F1 Team,19,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Lance Stroll,18,Canadian,Racing Point,13,"",\N,0.0,"",2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Sergio Pérez,11,Mexican,Racing Point,5,40,\N,0.0,18,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Kevin Magnussen,20,Danish,Haas F1 Team,18,29,\N,0.0,17,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Antonio Giovinazzi,99,Italian,Alfa Romeo,16,22,\N,0.0,16,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Kimi Räikkönen,7,Finnish,Alfa Romeo,17,43,\N,0.0,15,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Nicholas Latifi,6,Canadian,Williams,20,39,\N,0.0,14,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Sebastian Vettel,5,German,Ferrari,11,41,\N,0.0,13,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,George Russell,63,British,Williams,14,47,\N,0.0,12,2024-07-12T11:40:19.668-07:00
2020,Bahrain Grand Prix,2020-11-29T14:10:00.000-08:00,Sakhir,Daniil Kvyat,26,Russian,AlphaTauri,10,35,\N,0.0,11,2024-07-12T11:40:19.668-07:00
